Source	Target	Reaction Name	Mass
O	647_0	Amide Hydrolysis	18.010564684
C(CC(N)=O)=O	647_0	Amide Hydrolysis	87.03202840499999
647_0	N	Amide Hydrolysis	17.026549101
647_0	C(CC(O)=O)=O	Amide Hydrolysis	88.016043988
O	648_0	Amide Hydrolysis	18.010564684
C(C(C)=O)(N)=O	648_0	Amide Hydrolysis	87.032028405
648_0	N	Amide Hydrolysis	17.026549101
648_0	C(C(C)=O)(O)=O	Amide Hydrolysis	88.01604398799999
O	649_0	Amide Hydrolysis	18.010564684
C(CC=C)(N)=O	649_0	Amide Hydrolysis	85.052763849
649_0	N	Amide Hydrolysis	17.026549101
649_0	C(CC=C)(O)=O	Amide Hydrolysis	86.036779432
C#N	651_0	Alkene Addition, CN	27.010899037
C(C)=CC=O	651_0	Alkene Addition, CN	70.041864812
651_0	C(C(C)CC=O)#N	Alkene Addition, CN	97.052763849
C#N	653_0	Alkene Addition, CN	27.010899037
C(C)=CC=O	653_0	Alkene Addition, CN	70.041864812
653_0	C(C(C=O)CC)#N	Alkene Addition, CN	97.052763849
C#N	654_0	Alkene Addition, CN	27.010899037
C(CC=C)=O	654_0	Alkene Addition, CN	70.041864812
654_0	C(C(C)CC=O)#N	Alkene Addition, CN	97.052763849
C#N	655_0	Alkene Addition, CN	27.010899037
C(CC=C)=O	655_0	Alkene Addition, CN	70.041864812
655_0	C(CCCC=O)#N	Alkene Addition, CN	97.052763849
C#N	657_0	Alkene Addition, CN	27.010899037
C=CC=O	657_0	Alkene Addition, CN	56.026214748
657_0	C(C(C=O)C)#N	Alkene Addition, CN	83.037113785
C#N	659_0	Alkene Addition, CN	27.010899037
C=CC=O	659_0	Alkene Addition, CN	56.026214748
659_0	C(CCC=O)#N	Alkene Addition, CN	83.037113785
C#N	661_0	Alkene Addition, CN	27.010899037
C=C	661_0	Alkene Addition, CN	28.031300127999998
661_0	C(CC)#N	Alkene Addition, CN	55.042199165
C(C(CO)O)O	662_0	Elimination + enol to keto	92.04734411599999
662_0	O	Elimination + enol to keto	18.010564684
662_0	C(CCO)=O	Elimination + enol to keto	74.036779432
C(C(CO)O)O	663_0	Elimination + enol to keto	92.04734411599999
663_0	O	Elimination + enol to keto	18.010564684
663_0	C(C)(CO)=O	Elimination + enol to keto	74.036779432
C(C(C=O)CO)#N	665_0	Elimination2	99.032028405
665_0	O	Elimination2	18.010564684
665_0	C(C(C=O)=C)#N	Elimination2	81.021463721
C(C(CCO)=O)#N	667_0	Elimination2	99.032028405
667_0	O	Elimination2	18.010564684
667_0	C(C(C=C)=O)#N	Elimination2	81.021463721
CC(CCO)O	669_0	Elimination2	90.06807956
669_0	O	Elimination2	18.010564684
669_0	C=CC(C)O	Elimination2	72.057514876
CC(CCO)O	670_0	Elimination2	90.06807956
670_0	O	Elimination2	18.010564684
670_0	C(C)=CCO	Elimination2	72.057514876
CC(CCO)O	671_0	Elimination2	90.06807956
671_0	O	Elimination2	18.010564684
671_0	C=CCCO	Elimination2	72.057514876
C(CCO)O	672_0	Elimination2	76.052429496
672_0	O	Elimination2	18.010564684
672_0	C=CCO	Elimination2	58.041864812
C(CCCCO)#N	674_0	Elimination2	99.068413913
674_0	O	Elimination2	18.010564684
674_0	C(CCC=C)#N	Elimination2	81.057849229
C(CCO)(O)=O	675_0	Elimination2	90.03169405199999
675_0	O	Elimination2	18.010564684
675_0	C=CC(O)=O	Elimination2	72.021129368
C(C(C#N)(C)O)#N	677_0	Elimination2	96.032362758
677_0	O	Elimination2	18.010564684
677_0	C(C(C#N)=C)#N	Elimination2	78.021798074
C(C(C)O)(O)=O	678_0	Elimination2	90.03169405199999
678_0	O	Elimination2	18.010564684
678_0	C=CC(O)=O	Elimination2	72.021129368
C(CC(C)O)#N	679_0	Elimination2	85.052763849
679_0	O	Elimination2	18.010564684
679_0	C(CC=C)#N	Elimination2	67.042199165
C(CC(C)O)#N	681_0	Elimination2	85.052763849
681_0	O	Elimination2	18.010564684
681_0	C(C=CC)#N	Elimination2	67.042199165
C(NCCO)=O	682_0	Elimination2	89.04767846899999
682_0	O	Elimination2	18.010564684
682_0	C(NC=C)=O	Elimination2	71.037113785
C(CC(C#N)O)#N	684_0	Elimination2	96.032362758
684_0	O	Elimination2	18.010564684
684_0	C(C=CC#N)#N	Elimination2	78.021798074
C(CCC(C)O)#N	686_0	Elimination2	99.068413913
686_0	O	Elimination2	18.010564684
686_0	C(CC=CC)#N	Elimination2	81.057849229
C(CCC(C)O)#N	687_0	Elimination2	99.068413913
687_0	O	Elimination2	18.010564684
687_0	C(CCC=C)#N	Elimination2	81.057849229
O	689_0	Hydration of C(=O)C	18.010564684
C(CC=C)=O	689_0	Hydration of C(=O)C	70.041864812
689_0	C=CC(CO)O	Hydration of C(=O)C	88.052429496
O	690_0	Hydration of C(=O)C	18.010564684
C(C(C)=O)=N	690_0	Hydration of C(=O)C	71.037113785
690_0	C(C(CO)O)=N	Hydration of C(=O)C	89.047678469
O	691_0	Hydration of C(=O)C	18.010564684
C(C(C)=O)=O	691_0	Hydration of C(=O)C	72.021129368
691_0	C(C(CO)O)=O	Hydration of C(=O)C	90.031694052
O	693_0	Hydration of C(=O)C	18.010564684
C(CCN)=O	693_0	Hydration of C(=O)C	73.052763849
693_0	C(C(CN)O)O	Hydration of C(=O)C	91.06332853299999
O	694_0	Hydration of C=C(O)	18.010564684
C(C)=CC=O	694_0	Hydration of C=C(O)	70.041864812
694_0	C(CC(C)O)=O	Hydration of C=C(O)	88.052429496
O	696_0	Hydration of C=C(O)	18.010564684
C(C)=CC=O	696_0	Hydration of C=C(O)	70.041864812
696_0	C(C(CC)O)=O	Hydration of C=C(O)	88.052429496
O	697_0	Hydration of C=C(O)	18.010564684
C(CC=C)=O	697_0	Hydration of C=C(O)	70.041864812
697_0	C(CC(C)O)=O	Hydration of C=C(O)	88.052429496
O	699_0	Hydration of C=C(O)	18.010564684
C(CC=C)=O	699_0	Hydration of C=C(O)	70.041864812
699_0	C(CCCO)=O	Hydration of C=C(O)	88.052429496
O	701_0	Hydration of C=C(O)	18.010564684
C(C=CC=O)#N	701_0	Hydration of C=C(O)	81.021463721
701_0	C(CC(C=O)O)#N	Hydration of C=C(O)	99.032028405
O	702_0	Hydration of C=C(O)	18.010564684
C(C=CC=O)#N	702_0	Hydration of C=C(O)	81.021463721
702_0	C(C(CC=O)O)#N	Hydration of C=C(O)	99.032028405
O	704_0	Hydration of C=C(O)	18.010564684
C=CC=O	704_0	Hydration of C=C(O)	56.026214748
704_0	C(C(C)O)=O	Hydration of C=C(O)	74.036779432
O	705_0	Hydration of C=C(O)	18.010564684
C=CC=O	705_0	Hydration of C=C(O)	56.026214748
705_0	C(CCO)=O	Hydration of C=C(O)	74.036779432
O	706_0	Hydration of C=C(O)	18.010564684
C=C	706_0	Hydration of C=C(O)	28.031300127999998
706_0	CCO	Hydration of C=C(O)	46.041864812
O	707_0	Enamine Hydration and Elimination	18.010564684
C(CCNC=C)=O	707_0	Enamine Hydration and Elimination	99.068413913
707_0	C(C)=O	Enamine Hydration and Elimination	44.026214748
707_0	C(CCN)=O	Enamine Hydration and Elimination	73.052763849
C(C(C(N)=N)O)#N	709_0	Deamination 2	99.043261795
709_0	N	Deamination 2	17.026549101
709_0	C(C(C=N)=O)#N	Deamination 2	82.016712694
C(C(C)N)(O)=O	710_0	Deamination 3	89.04767846899999
710_0	N	Deamination 3	17.026549101
710_0	C=CC(O)=O	Deamination 3	72.021129368
C(CCN)(O)=O	711_0	Deamination 3	89.04767846899999
711_0	N	Deamination 3	17.026549101
711_0	C=CC(O)=O	Deamination 3	72.021129368
C(CCCN)#N	712_0	Deamination 3	84.068748266
712_0	N	Deamination 3	17.026549101
712_0	C(CC=C)#N	Deamination 3	67.042199165
C(CC(C)N)#N	713_0	Deamination 3	84.068748266
713_0	N	Deamination 3	17.026549101
713_0	C(C=CC)#N	Deamination 3	67.042199165
C(CC(C)N)#N	714_0	Deamination 3	84.068748266
714_0	N	Deamination 3	17.026549101
714_0	C(CC=C)#N	Deamination 3	67.042199165
C(CC(C)N)=O	715_0	Deamination 3	87.068413913
715_0	N	Deamination 3	17.026549101
715_0	C(C)=CC=O	Deamination 3	70.041864812
C(CC(C)N)=O	716_0	Deamination 3	87.068413913
716_0	N	Deamination 3	17.026549101
716_0	C(CC=C)=O	Deamination 3	70.041864812
C(C(CC=O)N)#N	717_0	Deamination 3	98.048012822
717_0	N	Deamination 3	17.026549101
717_0	C(C=CC=O)#N	Deamination 3	81.021463721
C(CCN)=O	718_0	Deamination 3	73.052763849
718_0	N	Deamination 3	17.026549101
718_0	C=CC=O	Deamination 3	56.026214748
C(CCNC=C)=O	719_0	Deamination 3	99.068413913
719_0	C=CN	Deamination 3	43.042199165
719_0	C=CC=O	Deamination 3	56.026214748
N	720_0	Deamination 3 (inverse)	17.026549101
C(C)=CC=O	720_0	Deamination 3 (inverse)	70.041864812
720_0	C(CC(C)N)=O	Deamination 3 (inverse)	87.068413913
N	720_1	Michael Addition 0,0, 	17.026549101
C(C)=CC=O	720_1	Michael Addition 0,0, 	70.041864812
720_1	C(CC(C)N)=O	Michael Addition 0,0, 	87.068413913
N	722_0	Deamination 3 (inverse)	17.026549101
C(C)=CC=O	722_0	Deamination 3 (inverse)	70.041864812
722_0	C(C(CC)N)=O	Deamination 3 (inverse)	87.068413913
N	723_0	Deamination 3 (inverse)	17.026549101
C(CC=C)=O	723_0	Deamination 3 (inverse)	70.041864812
723_0	C(CC(C)N)=O	Deamination 3 (inverse)	87.068413913
N	725_0	Deamination 3 (inverse)	17.026549101
C(CC=C)=O	725_0	Deamination 3 (inverse)	70.041864812
725_0	C(CCCN)=O	Deamination 3 (inverse)	87.068413913
N	727_0	Deamination 3 (inverse)	17.026549101
C(C=CC=O)#N	727_0	Deamination 3 (inverse)	81.021463721
727_0	C(CC(C=O)N)#N	Deamination 3 (inverse)	98.048012822
N	727_1	Michael Addition 2,0, 	17.026549101
C(C=CC=O)#N	727_1	Michael Addition 2,0, 	81.021463721
727_1	C(CC(C=O)N)#N	Michael Addition 2,0, 	98.048012822
N	728_0	Deamination 3 (inverse)	17.026549101
C(C=CC=O)#N	728_0	Deamination 3 (inverse)	81.021463721
728_0	C(C(CC=O)N)#N	Deamination 3 (inverse)	98.048012822
N	728_1	Michael Addition 0,0, 	17.026549101
C(C=CC=O)#N	728_1	Michael Addition 0,0, 	81.021463721
728_1	C(C(CC=O)N)#N	Michael Addition 0,0, 	98.048012822
N	729_0	Deamination 3 (inverse)	17.026549101
C=CC=O	729_0	Deamination 3 (inverse)	56.026214748
729_0	C(C(C)N)=O	Deamination 3 (inverse)	73.052763849
C=CN	731_0	Deamination 3 (inverse)	43.042199165
C=CC=O	731_0	Deamination 3 (inverse)	56.026214748
731_0	C(C(C)NC=C)=O	Deamination 3 (inverse)	99.068413913
N	732_0	Deamination 3 (inverse)	17.026549101
C=CC=O	732_0	Deamination 3 (inverse)	56.026214748
732_0	C(CCN)=O	Deamination 3 (inverse)	73.052763849
N	732_1	Michael Addition 0,0, 	17.026549101
C=CC=O	732_1	Michael Addition 0,0, 	56.026214748
732_1	C(CCN)=O	Michael Addition 0,0, 	73.052763849
C=CN	733_0	Deamination 3 (inverse)	43.042199165
C=CC=O	733_0	Deamination 3 (inverse)	56.026214748
733_0	C(CCNC=C)=O	Deamination 3 (inverse)	99.068413913
C=CN	733_1	Michael Addition 0,0, 	43.042199165
C=CC=O	733_1	Michael Addition 0,0, 	56.026214748
733_1	C(CCNC=C)=O	Michael Addition 0,0, 	99.068413913
N	734_0	Deamination 3 (inverse)	17.026549101
C=C	734_0	Deamination 3 (inverse)	28.031300127999998
734_0	CCN	Deamination 3 (inverse)	45.057849229
C=CN	736_0	Deamination 3 (inverse)	43.042199165
C=C	736_0	Deamination 3 (inverse)	28.031300127999998
736_0	C=CNCC	Deamination 3 (inverse)	71.073499293
CC(C)N	738_0	Deamination 3 (inverse)	59.073499293
C=C	738_0	Deamination 3 (inverse)	28.031300127999998
738_0	CCNC(C)C	Deamination 3 (inverse)	87.104799421
CCCN	740_0	Deamination 3 (inverse)	59.073499293
C=C	740_0	Deamination 3 (inverse)	28.031300127999998
740_0	CCNCCC	Deamination 3 (inverse)	87.104799421
C=CNC=C	742_0	Deamination 3 (inverse)	69.057849229
C=C	742_0	Deamination 3 (inverse)	28.031300127999998
742_0	C=CN(C=C)CC	Deamination 3 (inverse)	97.089149357
C(C(C)N)#N	744_0	Deamination 3 (inverse)	70.053098202
C=C	744_0	Deamination 3 (inverse)	28.031300127999998
744_0	C(C(C)NCC)#N	Deamination 3 (inverse)	98.08439833
C(CCN)#N	746_0	Deamination 3 (inverse)	70.053098202
C=C	746_0	Deamination 3 (inverse)	28.031300127999998
746_0	C(CCNCC)#N	Deamination 3 (inverse)	98.08439833
C(CN)O	748_0	Deamination 3 (inverse)	61.052763849
C=C	748_0	Deamination 3 (inverse)	28.031300127999998
748_0	CCNCCO	Deamination 3 (inverse)	89.084063977
C(CN)N	750_0	Deamination 3 (inverse)	60.068748266
C=C	750_0	Deamination 3 (inverse)	28.031300127999998
750_0	C(C)NCCN	Deamination 3 (inverse)	88.100048394
C#N	751_0	Cyanohydrin Formation	27.010899037
C(CO)=O	751_0	Cyanohydrin Formation	60.021129368000004
751_0	C(C(CO)O)#N	Cyanohydrin Formation	87.032028405
C#N	751_1	Strecker Synthesis Part 1	27.010899037
C(CO)=O	751_1	Strecker Synthesis Part 1	60.021129368000004
751_1	C(C(CO)O)#N	Strecker Synthesis Part 1	87.032028405
C#N	753_0	Cyanohydrin Formation	27.010899037
C(C)=CC=O	753_0	Cyanohydrin Formation	70.041864812
753_0	C(C(C=CC)O)#N	Cyanohydrin Formation	97.052763849
C#N	753_1	Strecker Synthesis Part 1	27.010899037
C(C)=CC=O	753_1	Strecker Synthesis Part 1	70.041864812
753_1	C(C(C=CC)O)#N	Strecker Synthesis Part 1	97.052763849
C#N	755_0	Cyanohydrin Formation	27.010899037
C(CC=C)=O	755_0	Cyanohydrin Formation	70.041864812
755_0	C(C(CC=C)O)#N	Cyanohydrin Formation	97.052763849
C#N	755_1	Strecker Synthesis Part 1	27.010899037
C(CC=C)=O	755_1	Strecker Synthesis Part 1	70.041864812
755_1	C(C(CC=C)O)#N	Strecker Synthesis Part 1	97.052763849
C#N	757_0	Cyanohydrin Formation	27.010899037
C=CC=O	757_0	Cyanohydrin Formation	56.026214748
757_0	C(C(C=C)O)#N	Cyanohydrin Formation	83.037113785
C#N	757_1	Strecker Synthesis Part 1	27.010899037
C=CC=O	757_1	Strecker Synthesis Part 1	56.026214748
757_1	C(C(C=C)O)#N	Strecker Synthesis Part 1	83.037113785
C#N	759_0	Cyanohydrin Formation	27.010899037
C(C(C)=O)=O	759_0	Cyanohydrin Formation	72.021129368
759_0	C(C(C(C)=O)O)#N	Cyanohydrin Formation	99.032028405
C#N	759_1	Strecker Synthesis Part 1	27.010899037
C(C(C)=O)=O	759_1	Strecker Synthesis Part 1	72.021129368
759_1	C(C(C(C)=O)O)#N	Strecker Synthesis Part 1	99.032028405
N	761_0	Mannich Addition	17.026549101
C(C(C=O)CO)#N	761_0	Mannich Addition	99.032028405
761_0	O	Mannich Addition	18.010564684
761_0	C(C(C=O)CN)#N	Mannich Addition	98.048012822
N	763_0	Mannich Addition	17.026549101
C(C(CCO)=O)#N	763_0	Mannich Addition	99.032028405
763_0	O	Mannich Addition	18.010564684
763_0	C(C(CCN)=O)#N	Mannich Addition	98.048012822
N	764_0	Mannich Addition	17.026549101
C(CCO)(O)=O	764_0	Mannich Addition	90.03169405199999
764_0	O	Mannich Addition	18.010564684
764_0	C(CCN)(O)=O	Mannich Addition	89.04767846899999
O	765_0	Mannich Addition (reverse)	18.010564684
C(CCN)(O)=O	765_0	Mannich Addition (reverse)	89.04767846899999
765_0	N	Mannich Addition (reverse)	17.026549101
765_0	C(CCO)(O)=O	Mannich Addition (reverse)	90.03169405199999
O	766_0	Mannich Addition (reverse)	18.010564684
C(CC(C)N)=O	766_0	Mannich Addition (reverse)	87.068413913
766_0	N	Mannich Addition (reverse)	17.026549101
766_0	C(CC(C)O)=O	Mannich Addition (reverse)	88.052429496
O	767_0	Mannich Addition (reverse)	18.010564684
C(C(CC=O)N)#N	767_0	Mannich Addition (reverse)	98.048012822
767_0	N	Mannich Addition (reverse)	17.026549101
767_0	C(C(CC=O)O)#N	Mannich Addition (reverse)	99.032028405
O	768_0	Mannich Addition (reverse)	18.010564684
C(CCN)=O	768_0	Mannich Addition (reverse)	73.052763849
768_0	N	Mannich Addition (reverse)	17.026549101
768_0	C(CCO)=O	Mannich Addition (reverse)	74.036779432
O	769_0	Mannich Addition (reverse)	18.010564684
C(CCNC=C)=O	769_0	Mannich Addition (reverse)	99.068413913
769_0	C=CN	Mannich Addition (reverse)	43.042199165
769_0	C(CCO)=O	Mannich Addition (reverse)	74.036779432
O	770_0	Imine to Carbonyl	18.010564684
C(CO)=N	770_0	Imine to Carbonyl	59.037113785
770_0	N	Imine to Carbonyl	17.026549101
770_0	C(CO)=O	Imine to Carbonyl	60.021129368000004
O	771_0	Imine to Carbonyl	18.010564684
C(C(N)=N)(O)=O	771_0	Imine to Carbonyl	88.027277378
771_0	N	Imine to Carbonyl	17.026549101
771_0	C(C(N)=O)(O)=O	Imine to Carbonyl	89.011292961
O	771_1	Amidine to Amide Hydrolysis	18.010564684
C(C(N)=N)(O)=O	771_1	Amidine to Amide Hydrolysis	88.027277378
771_1	N	Amidine to Amide Hydrolysis	17.026549101
771_1	C(C(N)=O)(O)=O	Amidine to Amide Hydrolysis	89.011292961
O	772_0	Imine to Carbonyl	18.010564684
C1(CCC(N1)=N)=N	772_0	Imine to Carbonyl	97.063997239
772_0	N	Imine to Carbonyl	17.026549101
772_0	C1(CCC(N1)=N)=O	Imine to Carbonyl	98.048012822
O	774_0	Imine to Carbonyl	18.010564684
C1(CCC(N1)=N)=O	774_0	Imine to Carbonyl	98.048012822
774_0	N	Imine to Carbonyl	17.026549101
774_0	C1(CCC(N1)=O)=O	Imine to Carbonyl	99.032028405
O	775_0	Imine to Carbonyl	18.010564684
C(CC(N)=N)=O	775_0	Imine to Carbonyl	86.048012822
775_0	N	Imine to Carbonyl	17.026549101
775_0	C(CC(N)=O)=O	Imine to Carbonyl	87.03202840499999
O	775_1	Amidine to Amide Hydrolysis	18.010564684
C(CC(N)=N)=O	775_1	Amidine to Amide Hydrolysis	86.048012822
775_1	N	Amidine to Amide Hydrolysis	17.026549101
775_1	C(CC(N)=O)=O	Amidine to Amide Hydrolysis	87.03202840499999
O	776_0	Imine to Carbonyl	18.010564684
C(C(C)=O)(N)=N	776_0	Imine to Carbonyl	86.048012822
776_0	N	Imine to Carbonyl	17.026549101
776_0	C(C(C)=O)(N)=O	Imine to Carbonyl	87.032028405
O	776_1	Amidine to Amide Hydrolysis	18.010564684
C(C(C)=O)(N)=N	776_1	Amidine to Amide Hydrolysis	86.048012822
776_1	N	Amidine to Amide Hydrolysis	17.026549101
776_1	C(C(C)=O)(N)=O	Amidine to Amide Hydrolysis	87.032028405
O	777_0	Imine to Carbonyl	18.010564684
C(CC=C)(N)=N	777_0	Imine to Carbonyl	84.068748266
777_0	N	Imine to Carbonyl	17.026549101
777_0	C(CC=C)(N)=O	Imine to Carbonyl	85.052763849
O	777_1	Amidine to Amide Hydrolysis	18.010564684
C(CC=C)(N)=N	777_1	Amidine to Amide Hydrolysis	84.068748266
777_1	N	Amidine to Amide Hydrolysis	17.026549101
777_1	C(CC=C)(N)=O	Amidine to Amide Hydrolysis	85.052763849
O	779_0	Imine to Carbonyl	18.010564684
C(N(C=N)C=C)=O	779_0	Imine to Carbonyl	98.048012822
779_0	N	Imine to Carbonyl	17.026549101
779_0	C(N(C=O)C=C)=O	Imine to Carbonyl	99.032028405
O	780_0	Imine to Carbonyl	18.010564684
C(C(C)=O)=N	780_0	Imine to Carbonyl	71.037113785
780_0	N	Imine to Carbonyl	17.026549101
780_0	C(C(C)=O)=O	Imine to Carbonyl	72.021129368
O	781_0	Imine to Carbonyl	18.010564684
C(C(C=N)O)#N	781_0	Imine to Carbonyl	84.032362758
781_0	N	Imine to Carbonyl	17.026549101
781_0	C(C(C=O)O)#N	Imine to Carbonyl	85.016378341
O	783_0	Imine to Carbonyl	18.010564684
C1(CCC(N=1)=N)N	783_0	Imine to Carbonyl	97.063997239
783_0	N	Imine to Carbonyl	17.026549101
783_0	C1(CCC(N)=N1)=O	Imine to Carbonyl	98.048012822
O	784_0	Imine to Carbonyl	18.010564684
C1NCCN=1	784_0	Imine to Carbonyl	70.053098202
784_0	C(NCCN)=O	Imine to Carbonyl	88.063662886
O	784_1	Amidine to Amide Hydrolysis	18.010564684
C1NCCN=1	784_1	Amidine to Amide Hydrolysis	70.053098202
784_1	C(NCCN)=O	Amidine to Amide Hydrolysis	88.063662886
O	785_0	Amidine to Amide Hydrolysis	18.010564684
C1CC(N)=NCN=1	785_0	Amidine to Amide Hydrolysis	97.063997239
785_0	N	Amidine to Amide Hydrolysis	17.026549101
785_0	C1(CC=NCN1)=O	Amidine to Amide Hydrolysis	98.048012822
O	786_0	Amidine to Amide Hydrolysis	18.010564684
C(N(C=N)C=C)=O	786_0	Amidine to Amide Hydrolysis	98.048012822
786_0	C(N)=O	Amidine to Amide Hydrolysis	45.021463721
786_0	C(NC=C)=O	Amidine to Amide Hydrolysis	71.037113785
O	787_0	Amidine to Amide Hydrolysis	18.010564684
C1(CCC(N=1)=N)N	787_0	Amidine to Amide Hydrolysis	97.063997239
787_0	N	Amidine to Amide Hydrolysis	17.026549101
787_0	C1(CCC(N1)=N)=O	Amidine to Amide Hydrolysis	98.048012822
C(CO)=N	789_0	Imine to Enamine	59.037113785
789_0	C(O)=CN	Imine to Enamine	59.037113785
C1CC(N)=NCN=1	791_0	Imine to Enamine	97.063997239
791_0	C1NCN=C(C=1)N	Imine to Enamine	97.063997239
C1(CCN=CN=1)O	793_0	Imine to Enamine	98.048012822
793_0	C1NC(O)=CCN=1	Imine to Enamine	98.048012822
C(C(C=N)O)#N	795_0	Imine to Enamine	84.032362758
795_0	C(C(O)=CN)#N	Imine to Enamine	84.032362758
O	797_0	Nitrile Hydrolysis	18.010564684
C(C=CC=O)#N	797_0	Nitrile Hydrolysis	81.021463721
797_0	C(C=CC(N)=O)=O	Nitrile Hydrolysis	99.032028405
O	799_0	Nitrile Hydrolysis	18.010564684
C(C)#N	799_0	Nitrile Hydrolysis	41.026549101
799_0	C(C)(N)=O	Nitrile Hydrolysis	59.037113785
C(C(O)=O)=O	801_0	Transamination	74.000393924
C(C(C)N)(O)=O	801_0	Transamination	89.04767846899999
801_0	C(C(C)=O)(O)=O	Transamination	88.01604398799999
801_0	C(CN)(O)=O	Transamination	75.032028405
C(C(O)=O)=O	801_1	Transamination (inverse)	74.000393924
C(C(C)N)(O)=O	801_1	Transamination (inverse)	89.04767846899999
801_1	C(C(C)=O)(O)=O	Transamination (inverse)	88.01604398799999
801_1	C(CN)(O)=O	Transamination (inverse)	75.032028405
C(C(O)=O)=O	802_0	Transamination	74.000393924
C(CCN)(O)=O	802_0	Transamination	89.04767846899999
802_0	C(CC(O)=O)=O	Transamination	88.016043988
802_0	C(CN)(O)=O	Transamination	75.032028405
C(C(O)=O)=O	803_0	Transamination	74.000393924
C(CCCN)#N	803_0	Transamination	84.068748266
803_0	C(CCC=O)#N	Transamination	83.037113785
803_0	C(CN)(O)=O	Transamination	75.032028405
C(C(O)=O)=O	805_0	Transamination	74.000393924
C(CC(C)N)#N	805_0	Transamination	84.068748266
805_0	C(CN)(O)=O	Transamination	75.032028405
805_0	C(CC(C)=O)#N	Transamination	83.037113785
C(C(O)=O)=O	807_0	Transamination	74.000393924
C(CC(C)N)=O	807_0	Transamination	87.068413913
807_0	C(CN)(O)=O	Transamination	75.032028405
807_0	C(CC(C)=O)=O	Transamination	86.036779432
C(C(O)=O)=O	809_0	Transamination	74.000393924
C(C(CC=O)N)#N	809_0	Transamination	98.048012822
809_0	C(CN)(O)=O	Transamination	75.032028405
809_0	C(C(CC=O)=O)#N	Transamination	97.016378341
C(C(O)=O)=O	811_0	Transamination	74.000393924
C(CCN)=O	811_0	Transamination	73.052763849
811_0	C(CN)(O)=O	Transamination	75.032028405
811_0	C(CC=O)=O	Transamination	72.021129368
C(C(O)=O)=O	813_0	Transamination	74.000393924
C(NCCN)=O	813_0	Transamination	88.063662886
813_0	C(CN)(O)=O	Transamination	75.032028405
813_0	C(NCC=O)=O	Transamination	87.032028405
CC(C)N	815_0	Transamination	59.073499293
C(C(O)=O)=O	815_0	Transamination	74.000393924
815_0	C(CN)(O)=O	Transamination	75.032028405
815_0	C(C)(C)=O	Transamination	58.041864812
CCCN	817_0	Transamination	59.073499293
C(C(O)=O)=O	817_0	Transamination	74.000393924
817_0	C(CN)(O)=O	Transamination	75.032028405
817_0	C(CC)=O	Transamination	58.041864812
C(C(C#N)N)#N	819_0	Transamination	81.032697111
C(C(O)=O)=O	819_0	Transamination	74.000393924
819_0	C(CN)(O)=O	Transamination	75.032028405
819_0	C(C(C#N)=O)#N	Transamination	80.00106263
C(C(C)N)#N	820_0	Transamination	70.053098202
C(C(O)=O)=O	820_0	Transamination	74.000393924
820_0	C(C(C)=O)#N	Transamination	69.021463721
820_0	C(CN)(O)=O	Transamination	75.032028405
C(CCN)#N	821_0	Transamination	70.053098202
C(C(O)=O)=O	821_0	Transamination	74.000393924
821_0	C(CC=O)#N	Transamination	69.021463721
821_0	C(CN)(O)=O	Transamination	75.032028405
C(CN)O	822_0	Transamination	61.052763849
C(C(O)=O)=O	822_0	Transamination	74.000393924
822_0	C(CO)=O	Transamination	60.021129368000004
822_0	C(CN)(O)=O	Transamination	75.032028405
C(NCCN)=C	823_0	Transamination	86.08439833
C(C(O)=O)=O	823_0	Transamination	74.000393924
823_0	C(CNC=C)=O	Transamination	85.052763849
823_0	C(CN)(O)=O	Transamination	75.032028405
C(CN)N	824_0	Transamination	60.068748266
C(C(O)=O)=O	824_0	Transamination	74.000393924
824_0	C(CN)=O	Transamination	59.037113785
824_0	C(CN)(O)=O	Transamination	75.032028405
C(C(C(N)=N)N)#N	826_0	Transamination	98.059246212
C(C(O)=O)=O	826_0	Transamination	74.000393924
826_0	C(CN)(O)=O	Transamination	75.032028405
826_0	C(C(C(N)=N)=O)#N	Transamination	97.02761173100001
C(C(C)N)(N)=N	827_0	Transamination	87.079647303
C(C(O)=O)=O	827_0	Transamination	74.000393924
827_0	C(C(C)=O)(N)=N	Transamination	86.048012822
827_0	C(CN)(O)=O	Transamination	75.032028405
C(CCN)(N)=N	828_0	Transamination	87.079647303
C(C(O)=O)=O	828_0	Transamination	74.000393924
828_0	C(CC(N)=N)=O	Transamination	86.048012822
828_0	C(CN)(O)=O	Transamination	75.032028405
C(NCCN)=N	829_0	Transamination	87.079647303
C(C(O)=O)=O	829_0	Transamination	74.000393924
829_0	C(NCC=O)=N	Transamination	86.048012822
829_0	C(CN)(O)=O	Transamination	75.032028405
C(C(C)N)(N)=O	830_0	Transamination	88.063662886
C(C(O)=O)=O	830_0	Transamination	74.000393924
830_0	C(C(C)=O)(N)=O	Transamination	87.032028405
830_0	C(CN)(O)=O	Transamination	75.032028405
C(CCN)(N)=O	831_0	Transamination	88.063662886
C(C(O)=O)=O	831_0	Transamination	74.000393924
831_0	C(CC(N)=O)=O	Transamination	87.03202840499999
831_0	C(CN)(O)=O	Transamination	75.032028405
C(C(C(N)=O)N)#N	833_0	Transamination	99.04326179499999
C(C(O)=O)=O	833_0	Transamination	74.000393924
833_0	C(CN)(O)=O	Transamination	75.032028405
833_0	C(C(C(N)=O)=O)#N	Transamination	98.01162731400001
