ID	Species	R or P	Reaction Name	Mass
3215_0	C(C(C(C)N)N)#N	1	Transamination (inverse)	99.079647303
3216_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3216_0	C(C(C(C)N)=O)#N	-1	Transamination (inverse)	98.048012822
3216_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3216_0	C(C(C(C)N)N)#N	1	Transamination (inverse)	99.079647303
3217_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3217_0	C(CNCC=O)#N	-1	Transamination (inverse)	98.048012822
3217_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3217_0	C(CNCCN)#N	1	Transamination (inverse)	99.079647303
3218_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3218_0	C(CNCC=O)#N	-1	Transamination (inverse)	98.048012822
3218_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3218_0	C(CNCCN)#N	1	Transamination (inverse)	99.079647303
3219_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3219_0	C(CNC)=O	-1	Transamination (inverse)	73.052763849
3219_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3219_0	CNCCN	1	Transamination (inverse)	74.08439833
3220_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3220_0	C(CNC)=O	-1	Transamination (inverse)	73.052763849
3220_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3220_0	CNCCN	1	Transamination (inverse)	74.08439833
3221_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3221_0	C(C(CNC)=O)#N	-1	Transamination (inverse)	98.048012822
3221_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3221_0	C(C(CNC)N)#N	1	Transamination (inverse)	99.079647303
3222_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3222_0	C(C(CNC)=O)#N	-1	Transamination (inverse)	98.048012822
3222_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3222_0	C(C(CNC)N)#N	1	Transamination (inverse)	99.079647303
3223_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3223_0	C=C(C=O)N	-1	Transamination (inverse)	71.037113785
3223_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3223_0	C=C(CN)N	1	Transamination (inverse)	72.068748266
3224_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3224_0	C=C(C=O)N	-1	Transamination (inverse)	71.037113785
3224_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3224_0	C=C(CN)N	1	Transamination (inverse)	72.068748266
3225_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3225_0	C=C(C=O)NC	-1	Transamination (inverse)	85.052763849
3225_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3225_0	C=C(CN)NC	1	Transamination (inverse)	86.08439833
3226_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3226_0	C=C(C=O)NC	-1	Transamination (inverse)	85.052763849
3226_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3226_0	C=C(CN)NC	1	Transamination (inverse)	86.08439833
3227_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3227_0	C=CNC(C=O)=C	-1	Transamination (inverse)	97.052763849
3227_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3227_0	C(NC(CN)=C)=C	1	Transamination (inverse)	98.08439833
3228_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3228_0	C=CNC(C=O)=C	-1	Transamination (inverse)	97.052763849
3228_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3228_0	C(NC(CN)=C)=C	1	Transamination (inverse)	98.08439833
3229_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3229_0	C(NC(C=O)=C)=N	-1	Transamination (inverse)	98.048012822
3229_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3229_0	C(NC(CN)=C)=N	1	Transamination (inverse)	99.079647303
3230_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3230_0	C(NC(C=O)=C)=N	-1	Transamination (inverse)	98.048012822
3230_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3230_0	C(NC(CN)=C)=N	1	Transamination (inverse)	99.079647303
3231_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3231_0	C(NC)=CC=O	-1	Transamination (inverse)	85.052763849
3231_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3231_0	C(NC)=CCN	1	Transamination (inverse)	86.08439833
3232_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3232_0	C(NC)=CC=O	-1	Transamination (inverse)	85.052763849
3232_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3232_0	C(NC)=CCN	1	Transamination (inverse)	86.08439833
3233_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3233_0	C=CNC=CC=O	-1	Transamination (inverse)	97.052763849
3233_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3233_0	C(NC=CCN)=C	1	Transamination (inverse)	98.08439833
3234_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3234_0	C=CNC=CC=O	-1	Transamination (inverse)	97.052763849
3234_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3234_0	C(NC=CCN)=C	1	Transamination (inverse)	98.08439833
3235_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3235_0	C(NC=CC=O)=N	-1	Transamination (inverse)	98.048012822
3235_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3235_0	C(NC=CCN)=N	1	Transamination (inverse)	99.079647303
3236_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3236_0	C(NC=CC=O)=N	-1	Transamination (inverse)	98.048012822
3236_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3236_0	C(NC=CCN)=N	1	Transamination (inverse)	99.079647303
3237_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3237_0	C(C(C(C)=O)N)#N	-1	Transamination (inverse)	98.048012822
3237_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3237_0	C(C(C(C)N)N)#N	1	Transamination (inverse)	99.079647303
3238_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3238_0	C(C(C(C)=O)N)#N	-1	Transamination (inverse)	98.048012822
3238_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3238_0	C(C(C(C)N)N)#N	1	Transamination (inverse)	99.079647303
3239_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3239_0	C1(C(NCC1)=N)=O	-1	Transamination (inverse)	98.048012822
3239_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3239_0	C1(C(CCN1)N)=N	1	Transamination (inverse)	99.079647303
3240_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3240_0	C1(C(NCC1)=N)=O	-1	Transamination (inverse)	98.048012822
3240_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3240_0	C1(C(CCN1)N)=N	1	Transamination (inverse)	99.079647303
3241_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3241_0	C=C(C=O)C(N)=N	-1	Transamination (inverse)	98.048012822
3241_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3241_0	C=C(C(N)=N)CN	1	Transamination (inverse)	99.079647303
3242_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3242_0	C=C(C=O)C(N)=N	-1	Transamination (inverse)	98.048012822
3242_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3242_0	C=C(C(N)=N)CN	1	Transamination (inverse)	99.079647303
3243_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3243_0	C=CC(C(N)=N)=O	-1	Transamination (inverse)	98.048012822
3243_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3243_0	C(C(C=C)N)(N)=N	1	Transamination (inverse)	99.079647303
3244_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3244_0	C=CC(C(N)=N)=O	-1	Transamination (inverse)	98.048012822
3244_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3244_0	C(C(C=C)N)(N)=N	1	Transamination (inverse)	99.079647303
3245_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3245_0	C(C(NC)=N)=O	-1	Transamination (inverse)	86.048012822
3245_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3245_0	C(CN)(NC)=N	1	Transamination (inverse)	87.079647303
3246_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3246_0	C(C(NC)=N)=O	-1	Transamination (inverse)	86.048012822
3246_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3246_0	C(CN)(NC)=N	1	Transamination (inverse)	87.079647303
3247_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3247_0	C(CC=N)=O	-1	Transamination (inverse)	71.037113785
3247_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3247_0	C(CCN)=N	1	Transamination (inverse)	72.068748266
3248_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3248_0	C(CC=N)=O	-1	Transamination (inverse)	71.037113785
3248_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3248_0	C(CCN)=N	1	Transamination (inverse)	72.068748266
3249_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3249_0	C=CC(C)=O	-1	Transamination (inverse)	70.041864812
3249_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3249_0	C=CC(C)N	1	Transamination (inverse)	71.073499293
3250_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3250_0	C=CC(C)=O	-1	Transamination (inverse)	70.041864812
3250_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3250_0	C=CC(C)N	1	Transamination (inverse)	71.073499293
3251_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3251_0	C(C(CN)O)=O	-1	Transamination (inverse)	89.04767846899999
3251_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3251_0	C(C(CN)O)N	1	Transamination (inverse)	90.07931295
3252_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3252_0	C(C(CN)O)=O	-1	Transamination (inverse)	89.04767846899999
3252_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3252_0	C(C(CN)O)N	1	Transamination (inverse)	90.07931295
3253_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3253_0	C(C(CN)N)=O	-1	Transamination (inverse)	88.063662886
3253_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3253_0	C(C(CN)N)N	1	Transamination (inverse)	89.095297367
3254_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3254_0	C(C(CN)N)=O	-1	Transamination (inverse)	88.063662886
3254_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3254_0	C(C(CN)N)N	1	Transamination (inverse)	89.095297367
3255_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3255_0	C(C(C=O)(C)N)#N	-1	Transamination (inverse)	98.048012822
3255_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3255_0	C(C(CN)(C)N)#N	1	Transamination (inverse)	99.079647303
3256_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3256_0	C(C(C=O)(C)N)#N	-1	Transamination (inverse)	98.048012822
3256_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3256_0	C(C(CN)(C)N)#N	1	Transamination (inverse)	99.079647303
3257_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3257_0	C(CCNC)=O	-1	Transamination (inverse)	87.068413913
3257_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3257_0	CNCCCN	1	Transamination (inverse)	88.100048394
3258_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3258_0	C(CCNC)=O	-1	Transamination (inverse)	87.068413913
3258_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3258_0	CNCCCN	1	Transamination (inverse)	88.100048394
3260_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3260_0	C(CNCN)=O	-1	Transamination (inverse)	88.063662886
3260_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3260_0	C(N)NCCN	1	Transamination (inverse)	89.095297367
3261_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3261_0	C(CNCN)=O	-1	Transamination (inverse)	88.063662886
3261_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3261_0	C(N)NCCN	1	Transamination (inverse)	89.095297367
3262_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3262_0	C(C(C=O)=O)#N	-1	Transamination (inverse)	83.00072827700001
3262_0	C(C(CN)=O)#N	1	Transamination (inverse)	84.032362758
3262_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3263_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3263_0	C(C(C=O)=O)#N	-1	Transamination (inverse)	83.00072827700001
3263_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3263_0	C(C(CN)=O)#N	1	Transamination (inverse)	84.032362758
3264_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3264_0	C(C(C=O)=O)#N	-1	Transamination (inverse)	83.00072827700001
3264_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3264_0	C(C(C=O)N)#N	1	Transamination (inverse)	84.032362758
3265_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3265_0	C(C(C=O)=O)#N	-1	Transamination (inverse)	83.00072827700001
3265_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3265_0	C(C(C=O)N)#N	1	Transamination (inverse)	84.032362758
3266_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3266_0	C(C(CC)=O)=O	-1	Transamination (inverse)	86.036779432
3266_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3266_0	C(C(CC)N)=O	1	Transamination (inverse)	87.068413913
3267_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3267_0	C(C(CC)=O)=O	-1	Transamination (inverse)	86.036779432
3267_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3267_0	C(C(CC)N)=O	1	Transamination (inverse)	87.068413913
3268_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3268_0	C(C(CC)=O)=O	-1	Transamination (inverse)	86.036779432
3268_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3268_0	C(CN)(CC)=O	1	Transamination (inverse)	87.068413913
3269_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3269_0	C(C(CC)=O)=O	-1	Transamination (inverse)	86.036779432
3269_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3269_0	C(CN)(CC)=O	1	Transamination (inverse)	87.068413913
3270_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3270_0	C(CCC=O)=O	-1	Transamination (inverse)	86.036779432
3270_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3270_0	C(CCCN)=O	1	Transamination (inverse)	87.068413913
3271_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3271_0	C(CCC=O)=O	-1	Transamination (inverse)	86.036779432
3271_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3271_0	C(CCCN)=O	1	Transamination (inverse)	87.068413913
3272_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3272_0	C(CC(C=O)=O)#N	-1	Transamination (inverse)	97.016378341
3272_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3272_0	C(CC(C=O)N)#N	1	Transamination (inverse)	98.048012822
3273_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3273_0	C(CC(C=O)=O)#N	-1	Transamination (inverse)	97.016378341
3273_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3273_0	C(CC(C=O)N)#N	1	Transamination (inverse)	98.048012822
3274_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3274_0	C(CC(C=O)=O)#N	-1	Transamination (inverse)	97.016378341
3274_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3274_0	C(CC(CN)=O)#N	1	Transamination (inverse)	98.048012822
3275_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3275_0	C(CC(C=O)=O)#N	-1	Transamination (inverse)	97.016378341
3275_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3275_0	C(CC(CN)=O)#N	1	Transamination (inverse)	98.048012822
3276_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3276_0	C(C(C=O)C=O)#N	-1	Transamination (inverse)	97.016378341
3276_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3276_0	C(C(C=O)CN)#N	1	Transamination (inverse)	98.048012822
3277_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3277_0	C(C(C=O)C=O)#N	-1	Transamination (inverse)	97.016378341
3277_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3277_0	C(C(C=O)CN)#N	1	Transamination (inverse)	98.048012822
3278_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3278_0	C(C)(CCN)=O	-1	Transamination (inverse)	87.068413913
3278_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3278_0	CC(CCN)N	1	Transamination (inverse)	88.100048394
3279_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3279_0	C(C)(CCN)=O	-1	Transamination (inverse)	87.068413913
3279_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3279_0	CC(CCN)N	1	Transamination (inverse)	88.100048394
3280_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3280_0	C1(C(N)=NCC1)=O	-1	Transamination (inverse)	98.048012822
3280_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3280_0	C1(C(CCN=1)N)N	1	Transamination (inverse)	99.079647303
3281_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3281_0	C1(C(N)=NCC1)=O	-1	Transamination (inverse)	98.048012822
3281_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3281_0	C1(C(CCN=1)N)N	1	Transamination (inverse)	99.079647303
3283_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3283_0	C(C(CCC)=O)#N	-1	Transamination (inverse)	97.052763849
3283_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3283_0	C(C(CCC)N)#N	1	Transamination (inverse)	98.08439833
3284_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3284_0	C(C(CCC)=O)#N	-1	Transamination (inverse)	97.052763849
3284_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3284_0	C(C(CCC)N)#N	1	Transamination (inverse)	98.08439833
3286_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3286_0	C(CN)=CC=O	-1	Transamination (inverse)	85.052763849
3286_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3286_0	C(CN)=CCN	1	Transamination (inverse)	86.08439833
3287_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3287_0	C(CN)=CC=O	-1	Transamination (inverse)	85.052763849
3287_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3287_0	C(CN)=CCN	1	Transamination (inverse)	86.08439833
3289_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3289_0	C=CCC=CC=O	-1	Transamination (inverse)	96.057514876
3289_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3289_0	C=CCC=CCN	1	Transamination (inverse)	97.089149357
3290_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3290_0	C=CCC=CC=O	-1	Transamination (inverse)	96.057514876
3290_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3290_0	C=CCC=CCN	1	Transamination (inverse)	97.089149357
3291_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3291_0	C(CO)=CC=O	-1	Transamination (inverse)	86.036779432
3291_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3291_0	C(CO)=CCN	1	Transamination (inverse)	87.068413913
3292_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3292_0	C(CO)=CC=O	-1	Transamination (inverse)	86.036779432
3292_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3292_0	C(CO)=CCN	1	Transamination (inverse)	87.068413913
3293_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3293_0	C(CC=CC=O)=O	-1	Transamination (inverse)	98.036779432
3293_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3293_0	C(CCN)=CC=O	1	Transamination (inverse)	99.068413913
3294_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3294_0	C(CC=CC=O)=O	-1	Transamination (inverse)	98.036779432
3294_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3294_0	C(CCN)=CC=O	1	Transamination (inverse)	99.068413913
3296_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3296_0	C(CC=CC=O)=O	-1	Transamination (inverse)	98.036779432
3296_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3296_0	C(CC=CCN)=O	1	Transamination (inverse)	99.068413913
3297_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3297_0	C(CC=CC=O)=O	-1	Transamination (inverse)	98.036779432
3297_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3297_0	C(CC=CCN)=O	1	Transamination (inverse)	99.068413913
3299_0	C(C(C)N)(O)=O	-1	Transamination (inverse)	89.04767846899999
3299_0	C(CC=CC=O)#N	-1	Transamination (inverse)	95.037113785
3299_0	C(C(C)=O)(O)=O	1	Transamination (inverse)	88.01604398799999
3299_0	C(CC=CCN)#N	1	Transamination (inverse)	96.068748266
3300_0	C(CN)(O)=O	-1	Transamination (inverse)	75.032028405
3300_0	C(CC=CC=O)#N	-1	Transamination (inverse)	95.037113785
3300_0	C(C(O)=O)=O	1	Transamination (inverse)	74.000393924
3300_0	C(CC=CCN)#N	1	Transamination (inverse)	96.068748266
3301_0	C(C(C(O)=O)=O)#N	-1	Alpha-Keto Acid Decarboxylation	98.99564289700001
3301_0	C(C=O)#N	1	Alpha-Keto Acid Decarboxylation	55.005813657000004
3301_0	C(=O)=O	1	Alpha-Keto Acid Decarboxylation	43.98982924
3303_0	C(CC(CN)=O)#N	-1	Nitrile Ring Closure 5	98.048012822
3303_0	C1(CC(CN=1)=O)N	1	Nitrile Ring Closure 5	98.048012822
3305_0	C(C=CC(N)=N)#N	-1	Nitrile Ring Closure 5	95.048347175
3305_0	C1(C=CC(N=1)=N)N	1	Nitrile Ring Closure 5	95.048347175
3307_0	C(C(C)CCN)#N	-1	Nitrile Ring Closure 5	98.08439833
3307_0	C1(C(C)CCN=1)N	1	Nitrile Ring Closure 5	98.08439833
3309_0	C(CCC(C)N)#N	-1	Nitrile Ring Closure 5	98.08439833
3309_0	C1(CCC(C)N=1)N	1	Nitrile Ring Closure 5	98.08439833
3310_0	C(CC(CN)N)#N	-1	Nitrile Ring Closure 5	99.079647303
3310_0	C1(CC(CN=1)N)N	1	Nitrile Ring Closure 5	99.079647303
3312_0	C(C(C=CN)O)#N	-1	Nitrile Ring Closure 5	98.048012822
3312_0	C1(C(C=CN=1)O)N	1	Nitrile Ring Closure 5	98.048012822
3314_0	C(CC(C)CN)#N	-1	Nitrile Ring Closure 5	98.08439833
3314_0	C1(CC(C)CN=1)N	1	Nitrile Ring Closure 5	98.08439833
3316_0	C(CNCCN)#N	-1	Nitrile Ring Closure 6	99.079647303
3316_0	C1(CNCCN=1)N	1	Nitrile Ring Closure 6	99.079647303
3317_0	C(CN)=CC(N)=N	-1	Amine Imine Ring Closure 5	99.079647303
3317_0	N	1	Amine Imine Ring Closure 5	17.026549101
3317_0	C1CN=C(C=1)N	1	Amine Imine Ring Closure 5	82.053098202
3319_0	C(C=CNC=N)#N	-1	Amidine Nitrile Ring Closure 6	95.048347175
3319_0	C1N=C(C=CN=1)N	1	Amidine Nitrile Ring Closure 6	95.048347175
3320_0	C(CNCN)=O	-1	Amine Carbonyl Ring Closure, H, 5	88.063662886
3320_0	O	1	Amine Carbonyl Ring Closure, H, 5	18.010564684
3320_0	C1CNCN=1	1	Amine Carbonyl Ring Closure, H, 5	70.053098202
3322_0	C(C(C)N)=CC=O	-1	Amine Carbonyl Ring Closure, H, 5	99.068413913
3322_0	O	1	Amine Carbonyl Ring Closure, H, 5	18.010564684
3322_0	C1C(C)N=CC=1	1	Amine Carbonyl Ring Closure, H, 5	81.057849229
3324_0	C(CN)=CC=O	-1	Amine Carbonyl Ring Closure, H, 5	85.052763849
3324_0	O	1	Amine Carbonyl Ring Closure, H, 5	18.010564684
3324_0	C1CN=CC=1	1	Amine Carbonyl Ring Closure, H, 5	67.042199165
3326_0	C(CCN)=CC=O	-1	Amine Carbonyl Ring Closure, H, 6	99.068413913
3326_0	O	1	Amine Carbonyl Ring Closure, H, 6	18.010564684
3326_0	C1CCN=CC=1	1	Amine Carbonyl Ring Closure, H, 6	81.057849229
3327_0	C=CC(C(N)=N)=O	-1	Michael Addition 0,0, 	98.048012822
3327_0	C1(C(NCC1)=N)=O	1	Michael Addition 0,0, 	98.048012822
3328_0	C=C(C=O)NCC	-1	Michael Addition 0,2, 	99.068413913
3328_0	C(C1CCCN1)=O	1	Michael Addition 0,2, 	99.068413913
3329_0	C	-1	Michael Addition 0,2, 	16.031300127999998
3329_0	C=C(C=O)N	-1	Michael Addition 0,2, 	71.037113785
3329_0	C(C(CC)N)=O	1	Michael Addition 0,2, 	87.068413913
3331_0	C=CC=O	-1	Michael Addition 0,2, 	56.026214748
3331_0	C#CC	-1	Michael Addition 0,2, 	40.031300128
3331_0	C#CCCCC=O	1	Michael Addition 0,2, 	96.057514876
3333_0	C	-1	Michael Addition 0,2, 	16.031300127999998
3333_0	C=CC(C)=O	-1	Michael Addition 0,2, 	70.041864812
3333_0	C(C)(CCC)=O	1	Michael Addition 0,2, 	86.07316494
3335_0	C	-1	Michael Addition 0,2, 	16.031300127999998
3335_0	C1(C=CC=N1)=O	-1	Michael Addition 0,2, 	81.021463721
3335_0	C1(CC(C=N1)C)=O	1	Michael Addition 0,2, 	97.052763849
3336_0	C	-1	Michael Addition 1,2, 	16.031300127999998
3336_0	C#CC(O)=O	-1	Michael Addition 1,2, 	70.005479304
3336_0	C(C)=CC(O)=O	1	Michael Addition 1,2, 	86.036779432
3338_0	C#CC=O	-1	Michael Addition 1,2, 	54.010564684
3338_0	C#CC	-1	Michael Addition 1,2, 	40.031300128
3338_0	C#CCC=CC=O	1	Michael Addition 1,2, 	94.041864812
3339_0	C	-1	Michael Addition 2,2, 	16.031300127999998
